name,num_parts,num_vertices,num_edges,part_time,sys_time,comm_vol,edge_cut,avg_part_size,std_part_size,min_part_size,max_part_size,perf_time,perf_total_time,perf_std
cit-Patents.txt.metis,2,3774768,16518947,12.011773,0.076948s,2854810,10861806,1887384.000,20.000,1887364,1887404,22.864,22.725,0.131
cit-Patents.txt.metis,2,3774768,16518947,11.597202,0.090421s,2854810,10861806,1887384.000,20.000,1887364,1887404,22.462,22.725,0.131
cit-Patents.txt.metis,2,3774768,16518947,12.018360,0.064006s,2854810,10861806,1887384.000,20.000,1887364,1887404,22.848,22.725,0.131
soc-pokec-relationships.txt.metis,2,1632803,22301964,11.990700,0.195985s,1244226,9092556,816401.500,15614.500,800787,832016,20.8935,20.7423,0.0781
soc-pokec-relationships.txt.metis,2,1632803,22301964,11.937166,0.083993s,1244226,9092556,816401.500,15614.500,800787,832016,20.6328,20.7423,0.0781
soc-pokec-relationships.txt.metis,2,1632803,22301964,11.936881,0.056016s,1244226,9092556,816401.500,15614.500,800787,832016,20.7005,20.7423,0.0781
roadNet-PA.txt.metis,128,1088092,1541898,30.199860,0.008000s,662580,700190,8500.719,15.452,8479,8584,52.6056,52.6730,0.0467
roadNet-PA.txt.metis,128,1088092,1541898,30.218549,0.019997s,662580,700190,8500.719,15.452,8479,8584,52.6509,52.6730,0.0467
roadNet-PA.txt.metis,128,1088092,1541898,30.244311,0.011999s,662580,700190,8500.719,15.452,8479,8584,52.7627,52.6730,0.0467
ydata-yim-friends-graph-v1_0.txt.metis,16,1878736,4079161,13.201632,0.015840s,3556871,4656210,117421.000,1.969,117418,117427,21.9430,21.9111,0.0783
ydata-yim-friends-graph-v1_0.txt.metis,16,1878736,4079161,13.225512,0.015483s,3556871,4656210,117421.000,1.969,117418,117427,22.0279,21.9111,0.0783
ydata-yim-friends-graph-v1_0.txt.metis,16,1878736,4079161,12.997081,0.011999s,3556871,4656210,117421.000,1.969,117418,117427,21.7623,21.9111,0.0783
as-skitter.txt.metis,256,1696415,11095298,338.089425,0.084299s,4424958,12249324,6626.621,139.816,6507,6826,410.4243,410.2683,0.0977
as-skitter.txt.metis,256,1696415,11095298,338.015659,0.062422s,4424958,12249324,6626.621,139.816,6507,6826,410.2922,410.2683,0.0977
as-skitter.txt.metis,256,1696415,11095298,337.771370,0.075998s,4424958,12249324,6626.621,139.816,6507,6826,410.0885,410.2683,0.0977
roadNet-PA.txt.metis,16,1088092,1541898,5.139046,0.008001s,630852,672496,68005.750,11.893,67991,68030,9.0673,9.0453,0.0135
